================================================================================
********************************************************************************
Backtracking Algorithm Detail result
********************************************************************************
================================================================================
Below is spreadsheet-like data. Copy and paste on excel or google spreadsheet.

Backtracking Algorithm Detail
NQueen	Time	SUCCESS/FAIL	Number of Trials
5	4	SUCCESS	22
5	3	SUCCESS	23
5	4	SUCCESS	24
5	4	SUCCESS	25
5	4	SUCCESS	26
5	4	SUCCESS	27
5	3	SUCCESS	28
5	4	SUCCESS	29
5	3	SUCCESS	30
5	4	SUCCESS	31
5	4	SUCCESS	32
5	3	SUCCESS	33
5	4	SUCCESS	34
5	4	SUCCESS	35
5	4	SUCCESS	36
5	4	SUCCESS	37
5	3	SUCCESS	38
5	4	SUCCESS	39
5	4	SUCCESS	40
5	4	SUCCESS	41
5	4	SUCCESS	42
5	4	SUCCESS	43
5	4	SUCCESS	44
5	3	SUCCESS	45
5	4	SUCCESS	46
5	3	SUCCESS	47
5	4	SUCCESS	48
5	4	SUCCESS	49
5	4	SUCCESS	50
********************************************************************************
6	53	SUCCESS	1
6	31	SUCCESS	2
6	35	SUCCESS	3
6	27	SUCCESS	4
6	27	SUCCESS	5
6	28	SUCCESS	6
6	28	SUCCESS	7
6	27	SUCCESS	8
6	27	SUCCESS	9
6	27	SUCCESS	10
6	27	SUCCESS	11
6	27	SUCCESS	12
6	27	SUCCESS	13
6	27	SUCCESS	14
6	27	SUCCESS	15
6	26	SUCCESS	16
6	27	SUCCESS	17
6	26	SUCCESS	18
6	27	SUCCESS	19
6	27	SUCCESS	20
6	27	SUCCESS	21
6	27	SUCCESS	22
6	27	SUCCESS	23
6	27	SUCCESS	24
6	26	SUCCESS	25
6	27	SUCCESS	26
6	27	SUCCESS	27
6	27	SUCCESS	28
6	27	SUCCESS	29
6	26	SUCCESS	30
6	27	SUCCESS	31
6	27	SUCCESS	32
6	26	SUCCESS	33
6	27	SUCCESS	34
6	27	SUCCESS	35
6	26	SUCCESS	36
6	27	SUCCESS	37
6	27	SUCCESS	38
6	29	SUCCESS	39
6	26	SUCCESS	40
6	26	SUCCESS	41
6	27	SUCCESS	42
6	27	SUCCESS	43
6	26	SUCCESS	44
6	26	SUCCESS	45
6	27	SUCCESS	46
6	27	SUCCESS	47
6	26	SUCCESS	48
6	27	SUCCESS	49
6	27	SUCCESS	50
********************************************************************************
7	24	SUCCESS	1
7	11	SUCCESS	2
7	9	SUCCESS	3
7	9	SUCCESS	4
7	8	SUCCESS	5
7	8	SUCCESS	6
7	9	SUCCESS	7
7	8	SUCCESS	8
7	8	SUCCESS	9
7	8	SUCCESS	10
7	9	SUCCESS	11
7	8	SUCCESS	12
7	8	SUCCESS	13
7	8	SUCCESS	14
7	9	SUCCESS	15
7	9	SUCCESS	16
7	8	SUCCESS	17
7	8	SUCCESS	18
7	8	SUCCESS	19
7	8	SUCCESS	20
7	9	SUCCESS	21
7	9	SUCCESS	22
7	8	SUCCESS	23
7	8	SUCCESS	24
7	8	SUCCESS	25
7	9	SUCCESS	26
7	9	SUCCESS	27
7	8	SUCCESS	28
7	8	SUCCESS	29
7	8	SUCCESS	30
7	9	SUCCESS	31
7	8	SUCCESS	32
7	9	SUCCESS	33
7	8	SUCCESS	34
7	8	SUCCESS	35
7	9	SUCCESS	36
7	9	SUCCESS	37
7	8	SUCCESS	38
7	8	SUCCESS	39
7	8	SUCCESS	40
7	9	SUCCESS	41
7	9	SUCCESS	42
7	8	SUCCESS	43
7	8	SUCCESS	44
7	9	SUCCESS	45
7	8	SUCCESS	46
7	8	SUCCESS	47
7	8	SUCCESS	48
7	9	SUCCESS	49
7	9	SUCCESS	50
********************************************************************************
8	158	SUCCESS	1
8	137	SUCCESS	2
8	139	SUCCESS	3
8	132	SUCCESS	4
8	131	SUCCESS	5
8	130	SUCCESS	6
8	130	SUCCESS	7
8	129	SUCCESS	8
8	130	SUCCESS	9
8	132	SUCCESS	10
8	129	SUCCESS	11
8	130	SUCCESS	12
8	129	SUCCESS	13
8	130	SUCCESS	14
8	129	SUCCESS	15
8	129	SUCCESS	16
8	129	SUCCESS	17
8	132	SUCCESS	18
8	129	SUCCESS	19
8	130	SUCCESS	20
8	129	SUCCESS	21
8	129	SUCCESS	22
8	130	SUCCESS	23
8	130	SUCCESS	24
8	129	SUCCESS	25
8	132	SUCCESS	26
8	131	SUCCESS	27
8	130	SUCCESS	28
8	129	SUCCESS	29
8	131	SUCCESS	30
8	129	SUCCESS	31
8	130	SUCCESS	32
8	136	SUCCESS	33
8	130	SUCCESS	34
8	131	SUCCESS	35
8	129	SUCCESS	36
8	130	SUCCESS	37
8	129	SUCCESS	38
8	130	SUCCESS	39
8	129	SUCCESS	40
8	132	SUCCESS	41
8	130	SUCCESS	42
8	130	SUCCESS	43
8	129	SUCCESS	44
8	130	SUCCESS	45
8	130	SUCCESS	46
8	129	SUCCESS	47
8	130	SUCCESS	48
8	131	SUCCESS	49
8	130	SUCCESS	50
********************************************************************************
9	79	SUCCESS	1
9	56	SUCCESS	2
9	54	SUCCESS	3
9	53	SUCCESS	4
9	52	SUCCESS	5
9	53	SUCCESS	6
9	52	SUCCESS	7
9	53	SUCCESS	8
9	52	SUCCESS	9
9	58	SUCCESS	10
9	52	SUCCESS	11
9	52	SUCCESS	12
9	51	SUCCESS	13
9	53	SUCCESS	14
9	52	SUCCESS	15
9	52	SUCCESS	16
9	53	SUCCESS	17
9	52	SUCCESS	18
9	52	SUCCESS	19
9	52	SUCCESS	20
9	52	SUCCESS	21
9	52	SUCCESS	22
9	52	SUCCESS	23
9	52	SUCCESS	24
9	52	SUCCESS	25
9	52	SUCCESS	26
9	52	SUCCESS	27
9	52	SUCCESS	28
9	55	SUCCESS	29
9	52	SUCCESS	30
9	52	SUCCESS	31
9	52	SUCCESS	32
9	52	SUCCESS	33
9	53	SUCCESS	34
9	52	SUCCESS	35
9	52	SUCCESS	36
9	52	SUCCESS	37
9	52	SUCCESS	38
9	51	SUCCESS	39
9	52	SUCCESS	40
9	52	SUCCESS	41
9	52	SUCCESS	42
9	52	SUCCESS	43
9	53	SUCCESS	44
9	52	SUCCESS	45
9	52	SUCCESS	46
9	52	SUCCESS	47
9	54	SUCCESS	48
9	52	SUCCESS	49
9	52	SUCCESS	50
********************************************************************************
10	200	SUCCESS	1
10	168	SUCCESS	2
10	174	SUCCESS	3
10	165	SUCCESS	4
10	163	SUCCESS	5
10	163	SUCCESS	6
10	163	SUCCESS	7
10	162	SUCCESS	8
10	164	SUCCESS	9
10	163	SUCCESS	10
10	162	SUCCESS	11
10	162	SUCCESS	12
10	162	SUCCESS	13
10	163	SUCCESS	14
10	164	SUCCESS	15
10	163	SUCCESS	16
10	162	SUCCESS	17
10	162	SUCCESS	18
10	163	SUCCESS	19
10	162	SUCCESS	20
10	164	SUCCESS	21
10	161	SUCCESS	22
10	163	SUCCESS	23
10	162	SUCCESS	24
10	162	SUCCESS	25
10	163	SUCCESS	26
10	167	SUCCESS	27
10	164	SUCCESS	28
10	162	SUCCESS	29
10	162	SUCCESS	30
10	162	SUCCESS	31
10	163	SUCCESS	32
10	164	SUCCESS	33
10	162	SUCCESS	34
10	161	SUCCESS	35
10	162	SUCCESS	36
10	163	SUCCESS	37
10	162	SUCCESS	38
10	165	SUCCESS	39
10	162	SUCCESS	40
10	163	SUCCESS	41
10	162	SUCCESS	42
10	162	SUCCESS	43
10	161	SUCCESS	44
10	163	SUCCESS	45
10	162	SUCCESS	46
10	162	SUCCESS	47
10	162	SUCCESS	48
10	162	SUCCESS	49
10	163	SUCCESS	50
********************************************************************************
11	131	SUCCESS	1
11	99	SUCCESS	2
11	96	SUCCESS	3
11	95	SUCCESS	4
11	100	SUCCESS	5
11	95	SUCCESS	6
11	94	SUCCESS	7
11	94	SUCCESS	8
11	95	SUCCESS	9
11	95	SUCCESS	10
11	95	SUCCESS	11
11	94	SUCCESS	12
11	94	SUCCESS	13
11	94	SUCCESS	14
11	98	SUCCESS	15
11	95	SUCCESS	16
11	94	SUCCESS	17
11	94	SUCCESS	18
11	95	SUCCESS	19
11	95	SUCCESS	20
11	94	SUCCESS	21
11	94	SUCCESS	22
11	94	SUCCESS	23
11	95	SUCCESS	24
11	94	SUCCESS	25
11	97	SUCCESS	26
11	94	SUCCESS	27
11	95	SUCCESS	28
11	95	SUCCESS	29
11	94	SUCCESS	30
11	94	SUCCESS	31
11	95	SUCCESS	32
11	94	SUCCESS	33
11	95	SUCCESS	34
11	94	SUCCESS	35
11	100	SUCCESS	36
11	94	SUCCESS	37
11	94	SUCCESS	38
11	94	SUCCESS	39
11	94	SUCCESS	40
11	95	SUCCESS	41
11	94	SUCCESS	42
11	94	SUCCESS	43
11	94	SUCCESS	44
11	94	SUCCESS	45
11	94	SUCCESS	46
11	97	SUCCESS	47
11	94	SUCCESS	48
11	94	SUCCESS	49
11	94	SUCCESS	50
********************************************************************************
12	603	SUCCESS	1
12	568	SUCCESS	2
12	564	SUCCESS	3
12	561	SUCCESS	4
12	564	SUCCESS	5
12	561	SUCCESS	6
12	565	SUCCESS	7
12	559	SUCCESS	8
12	561	SUCCESS	9
12	562	SUCCESS	10
12	561	SUCCESS	11
12	563	SUCCESS	12
12	560	SUCCESS	13
12	563	SUCCESS	14
12	560	SUCCESS	15
12	563	SUCCESS	16
12	561	SUCCESS	17
12	562	SUCCESS	18
12	563	SUCCESS	19
12	560	SUCCESS	20
12	565	SUCCESS	21
12	561	SUCCESS	22
12	562	SUCCESS	23
12	561	SUCCESS	24
12	563	SUCCESS	25
12	563	SUCCESS	26
12	561	SUCCESS	27
12	563	SUCCESS	28
12	560	SUCCESS	29
12	563	SUCCESS	30
12	561	SUCCESS	31
12	563	SUCCESS	32
12	560	SUCCESS	33
12	562	SUCCESS	34
12	562	SUCCESS	35
12	560	SUCCESS	36
12	563	SUCCESS	37
12	561	SUCCESS	38
12	561	SUCCESS	39
12	560	SUCCESS	40
12	561	SUCCESS	41
12	564	SUCCESS	42
12	560	SUCCESS	43
12	562	SUCCESS	44
12	561	SUCCESS	45
12	564	SUCCESS	46
12	561	SUCCESS	47
12	562	SUCCESS	48
12	560	SUCCESS	49
12	561	SUCCESS	50
********************************************************************************
13	320	SUCCESS	1
13	276	SUCCESS	2
13	280	SUCCESS	3
13	274	SUCCESS	4
13	274	SUCCESS	5
13	278	SUCCESS	6
13	272	SUCCESS	7
13	273	SUCCESS	8
13	272	SUCCESS	9
13	275	SUCCESS	10
13	273	SUCCESS	11
13	272	SUCCESS	12
13	275	SUCCESS	13
13	272	SUCCESS	14
13	273	SUCCESS	15
13	273	SUCCESS	16
13	274	SUCCESS	17
13	272	SUCCESS	18
13	274	SUCCESS	19
13	273	SUCCESS	20
13	277	SUCCESS	21
13	271	SUCCESS	22
13	272	SUCCESS	23
13	274	SUCCESS	24
13	272	SUCCESS	25
13	272	SUCCESS	26
13	273	SUCCESS	27
13	274	SUCCESS	28
13	271	SUCCESS	29
13	273	SUCCESS	30
13	273	SUCCESS	31
13	275	SUCCESS	32
13	272	SUCCESS	33
13	271	SUCCESS	34
13	275	SUCCESS	35
13	273	SUCCESS	36
13	272	SUCCESS	37
13	272	SUCCESS	38
13	273	SUCCESS	39
13	273	SUCCESS	40
13	273	SUCCESS	41
13	275	SUCCESS	42
13	273	SUCCESS	43
13	273	SUCCESS	44
13	272	SUCCESS	45
13	275	SUCCESS	46
13	273	SUCCESS	47
13	273	SUCCESS	48
13	272	SUCCESS	49
13	276	SUCCESS	50
********************************************************************************
14	5414	SUCCESS	1
14	5360	SUCCESS	2
14	5360	SUCCESS	3
14	5361	SUCCESS	4
14	5354	SUCCESS	5
14	5359	SUCCESS	6
14	5353	SUCCESS	7
14	5353	SUCCESS	8
14	5362	SUCCESS	9
14	5368	SUCCESS	10
14	5369	SUCCESS	11
14	5367	SUCCESS	12
14	5368	SUCCESS	13
14	5368	SUCCESS	14
14	5371	SUCCESS	15
14	5364	SUCCESS	16
14	5375	SUCCESS	17
14	5367	SUCCESS	18
14	5367	SUCCESS	19
14	5367	SUCCESS	20
14	5367	SUCCESS	21
14	5369	SUCCESS	22
14	5371	SUCCESS	23
14	5363	SUCCESS	24
14	5372	SUCCESS	25
14	5367	SUCCESS	26
14	5368	SUCCESS	27
14	5368	SUCCESS	28
14	5369	SUCCESS	29
14	5370	SUCCESS	30
14	5372	SUCCESS	31
14	5371	SUCCESS	32
14	5365	SUCCESS	33
14	5364	SUCCESS	34
14	5367	SUCCESS	35
14	5368	SUCCESS	36
14	5369	SUCCESS	37
14	5368	SUCCESS	38
14	5365	SUCCESS	39
14	5367	SUCCESS	40
14	5366	SUCCESS	41
14	5366	SUCCESS	42
14	5368	SUCCESS	43
14	5370	SUCCESS	44
14	5368	SUCCESS	45
14	5368	SUCCESS	46
14	5366	SUCCESS	47
14	5369	SUCCESS	48
14	5365	SUCCESS	49
14	5364	SUCCESS	50
********************************************************************************
15	4434	SUCCESS	1
15	4378	SUCCESS	2
15	4377	SUCCESS	3
15	4371	SUCCESS	4
15	4379	SUCCESS	5
15	4386	SUCCESS	6
15	4381	SUCCESS	7
15	4384	SUCCESS	8
15	4382	SUCCESS	9
15	4384	SUCCESS	10
15	4387	SUCCESS	11
15	4380	SUCCESS	12
15	4385	SUCCESS	13
15	4383	SUCCESS	14
15	4383	SUCCESS	15
15	4382	SUCCESS	16
15	4384	SUCCESS	17
15	4382	SUCCESS	18
15	4383	SUCCESS	19
15	4379	SUCCESS	20
15	4379	SUCCESS	21
15	4379	SUCCESS	22
15	4381	SUCCESS	23
15	4381	SUCCESS	24
15	4383	SUCCESS	25
15	4384	SUCCESS	26
15	4383	SUCCESS	27
15	4380	SUCCESS	28
15	4381	SUCCESS	29
15	4378	SUCCESS	30
15	4379	SUCCESS	31
15	4381	SUCCESS	32
15	4381	SUCCESS	33
15	4385	SUCCESS	34
15	4381	SUCCESS	35
15	4383	SUCCESS	36
15	4383	SUCCESS	37
15	4381	SUCCESS	38
15	4384	SUCCESS	39
15	4381	SUCCESS	40
15	4383	SUCCESS	41
15	4383	SUCCESS	42
15	4376	SUCCESS	43
15	4380	SUCCESS	44
15	4380	SUCCESS	45
15	4385	SUCCESS	46
15	4382	SUCCESS	47
15	4382	SUCCESS	48
15	4384	SUCCESS	49
15	4385	SUCCESS	50
********************************************************************************
16	34996	SUCCESS	1
16	34897	SUCCESS	2
16	34909	SUCCESS	3
16	34900	SUCCESS	4
16	34882	SUCCESS	5
16	34895	SUCCESS	6
16	34921	SUCCESS	7
16	34917	SUCCESS	8
16	34910	SUCCESS	9
16	34925	SUCCESS	10
16	34992	SUCCESS	11
16	34992	SUCCESS	12
16	35006	SUCCESS	13
16	34998	SUCCESS	14
16	34995	SUCCESS	15
16	34978	SUCCESS	16
16	35000	SUCCESS	17
16	35001	SUCCESS	18
16	34972	SUCCESS	19
16	34979	SUCCESS	20
16	34971	SUCCESS	21
16	34959	SUCCESS	22
16	34966	SUCCESS	23
16	34960	SUCCESS	24
16	34975	SUCCESS	25
16	34954	SUCCESS	26
16	34975	SUCCESS	27
16	34964	SUCCESS	28
16	34965	SUCCESS	29
16	34968	SUCCESS	30
16	34971	SUCCESS	31
16	34966	SUCCESS	32
16	34963	SUCCESS	33
16	34968	SUCCESS	34
16	34971	SUCCESS	35
16	34978	SUCCESS	36
16	34958	SUCCESS	37
16	34961	SUCCESS	38
16	35003	SUCCESS	39
16	34982	SUCCESS	40
16	34988	SUCCESS	41
16	34980	SUCCESS	42
16	34964	SUCCESS	43
16	34958	SUCCESS	44
16	34973	SUCCESS	45
16	34950	SUCCESS	46
16	34972	SUCCESS	47
16	34961	SUCCESS	48
16	34967	SUCCESS	49
16	34947	SUCCESS	50
********************************************************************************
17	21010	SUCCESS	1
17	20901	SUCCESS	2
17	20905	SUCCESS	3
17	20914	SUCCESS	4
17	20906	SUCCESS	5
17	20892	SUCCESS	6
17	20907	SUCCESS	7
17	20898	SUCCESS	8
17	20916	SUCCESS	9
17	20888	SUCCESS	10
17	20903	SUCCESS	11
17	20901	SUCCESS	12
17	20911	SUCCESS	13
17	20917	SUCCESS	14
17	20922	SUCCESS	15
17	20934	SUCCESS	16
17	20922	SUCCESS	17
17	20929	SUCCESS	18
17	20944	SUCCESS	19
17	20927	SUCCESS	20
17	20931	SUCCESS	21
17	20927	SUCCESS	22
17	20935	SUCCESS	23
17	20924	SUCCESS	24
17	20944	SUCCESS	25
17	20934	SUCCESS	26
17	20925	SUCCESS	27
17	20929	SUCCESS	28
17	20942	SUCCESS	29
17	20937	SUCCESS	30
17	20930	SUCCESS	31
17	20925	SUCCESS	32
17	20935	SUCCESS	33
17	20944	SUCCESS	34
17	20928	SUCCESS	35
17	20945	SUCCESS	36
17	20920	SUCCESS	37
17	20933	SUCCESS	38
17	20927	SUCCESS	39
17	20927	SUCCESS	40
17	20935	SUCCESS	41
17	20919	SUCCESS	42
17	20922	SUCCESS	43
17	20923	SUCCESS	44
17	20931	SUCCESS	45
17	20931	SUCCESS	46
17	20939	SUCCESS	47
17	20927	SUCCESS	48
17	20921	SUCCESS	49
17	20932	SUCCESS	50
********************************************************************************
18	176706	SUCCESS	1
18	176682	SUCCESS	2
18	176495	SUCCESS	3
18	176562	SUCCESS	4
18	176597	SUCCESS	5
18	176586	SUCCESS	6
18	176537	SUCCESS	7
18	176562	SUCCESS	8
18	176580	SUCCESS	9
18	176547	SUCCESS	10
18	176532	SUCCESS	11
18	176566	SUCCESS	12
18	176577	SUCCESS	13
18	176641	SUCCESS	14
18	176566	SUCCESS	15
18	176559	SUCCESS	16
18	176568	SUCCESS	17
18	176547	SUCCESS	18
18	176568	SUCCESS	19
18	176542	SUCCESS	20
18	176567	SUCCESS	21
18	176558	SUCCESS	22
18	176513	SUCCESS	23
18	176538	SUCCESS	24
18	176605	SUCCESS	25
18	176589	SUCCESS	26
18	176569	SUCCESS	27
18	176551	SUCCESS	28
18	176584	SUCCESS	29
18	176804	SUCCESS	30
18	176607	SUCCESS	31
18	176595	SUCCESS	32
18	176570	SUCCESS	33
18	176585	SUCCESS	34
18	176528	SUCCESS	35
18	176599	SUCCESS	36
18	176579	SUCCESS	37
18	176585	SUCCESS	38
18	176577	SUCCESS	39
18	176567	SUCCESS	40
18	176564	SUCCESS	41
18	176586	SUCCESS	42
18	176575	SUCCESS	43
18	176545	SUCCESS	44
18	176596	SUCCESS	45
18	176540	SUCCESS	46
18	176535	SUCCESS	47
18	176622	SUCCESS	48
18	176563	SUCCESS	49
18	176548	SUCCESS	50
********************************************************************************
19	13011	SUCCESS	1
19	12905	SUCCESS	2
19	12892	SUCCESS	3
19	12922	SUCCESS	4
19	12882	SUCCESS	5
19	12889	SUCCESS	6
19	12893	SUCCESS	7
19	12898	SUCCESS	8
19	12883	SUCCESS	9
19	12910	SUCCESS	10
19	12898	SUCCESS	11
19	12915	SUCCESS	12
19	12919	SUCCESS	13
19	12907	SUCCESS	14
19	12893	SUCCESS	15
19	12900	SUCCESS	16
19	12913	SUCCESS	17
19	12912	SUCCESS	18
19	12917	SUCCESS	19
19	12887	SUCCESS	20
19	12908	SUCCESS	21
19	12903	SUCCESS	22
19	12912	SUCCESS	23
19	12880	SUCCESS	24
19	12904	SUCCESS	25
19	12909	SUCCESS	26
19	12923	SUCCESS	27
19	12900	SUCCESS	28
19	12907	SUCCESS	29
19	12902	SUCCESS	30
19	12904	SUCCESS	31
19	12929	SUCCESS	32
19	12914	SUCCESS	33
19	12922	SUCCESS	34
19	12894	SUCCESS	35
19	12898	SUCCESS	36
19	12923	SUCCESS	37
19	12918	SUCCESS	38
19	12894	SUCCESS	39
19	12900	SUCCESS	40
19	12905	SUCCESS	41
19	12913	SUCCESS	42
19	12899	SUCCESS	43
19	12900	SUCCESS	44
19	12906	SUCCESS	45
19	12933	SUCCESS	46
19	12905	SUCCESS	47
19	12902	SUCCESS	48
19	12899	SUCCESS	49
19	12907	SUCCESS	50
********************************************************************************
20	1045378	SUCCESS	1
20	1045076	SUCCESS	2
20	1044942	SUCCESS	3
20	1044866	SUCCESS	4
20	1045554	SUCCESS	5
20	1045062	SUCCESS	6
20	1047564	SUCCESS	7
20	1045424	SUCCESS	8
20	1045028	SUCCESS	9
20	1047136	SUCCESS	10
20	1045195	SUCCESS	11
20	1045079	SUCCESS	12
20	1045498	SUCCESS	13
20	1045369	SUCCESS	14
20	1045432	SUCCESS	15
20	1045089	SUCCESS	16
20	1044934	SUCCESS	17
20	1044307	SUCCESS	18
20	1046739	SUCCESS	19
20	1046910	SUCCESS	20
20	1045446	SUCCESS	21
20	1044018	SUCCESS	22
20	1045533	SUCCESS	23
20	1046618	SUCCESS	24
20	1044722	SUCCESS	25
20	1044560	SUCCESS	26
20	1048553	SUCCESS	27
20	1045965	SUCCESS	28
20	1044623	SUCCESS	29
20	1043922	SUCCESS	30
20	1045703	SUCCESS	31
20	1045548	SUCCESS	32
20	1044711	SUCCESS	33
20	1046070	SUCCESS	34
20	1045931	SUCCESS	35
20	1046186	SUCCESS	36
20	1045052	SUCCESS	37
20	1044281	SUCCESS	38
20	1046648	SUCCESS	39
20	1047822	SUCCESS	40
20	1044103	SUCCESS	41
20	1045004	SUCCESS	42
20	1045302	SUCCESS	43
20	1046389	SUCCESS	44
20	1046506	SUCCESS	45
20	1046318	SUCCESS	46
20	1046505	SUCCESS	47
20	1047328	SUCCESS	48
20	1047240	SUCCESS	49
20	1044619	SUCCESS	50
********************************************************************************
4	16	SUCCESS	1
4	6	SUCCESS	2
4	5	SUCCESS	3
4	5	SUCCESS	4
4	5	SUCCESS	5
4	5	SUCCESS	6
4	5	SUCCESS	7
4	5	SUCCESS	8
4	5	SUCCESS	9
4	4	SUCCESS	10
4	5	SUCCESS	11
4	5	SUCCESS	12
4	5	SUCCESS	13
4	5	SUCCESS	14
4	5	SUCCESS	15
4	5	SUCCESS	16
4	5	SUCCESS	17
4	5	SUCCESS	18
4	5	SUCCESS	19
4	9	SUCCESS	20
4	5	SUCCESS	21
4	5	SUCCESS	22
4	5	SUCCESS	23
4	5	SUCCESS	24
4	5	SUCCESS	25
4	5	SUCCESS	26
4	5	SUCCESS	27
4	5	SUCCESS	28
4	4	SUCCESS	29
4	5	SUCCESS	30
4	5	SUCCESS	31
4	5	SUCCESS	32
4	4	SUCCESS	33
4	5	SUCCESS	34
4	5	SUCCESS	35
4	5	SUCCESS	36
4	5	SUCCESS	37
4	5	SUCCESS	38
4	4	SUCCESS	39
4	5	SUCCESS	40
4	5	SUCCESS	41
4	5	SUCCESS	42
4	4	SUCCESS	43
4	5	SUCCESS	44
4	4	SUCCESS	45
4	5	SUCCESS	46
4	4	SUCCESS	47
4	5	SUCCESS	48
4	4	SUCCESS	49
4	5	SUCCESS	50
********************************************************************************
5	14	SUCCESS	1
5	5	SUCCESS	2
5	4	SUCCESS	3
5	4	SUCCESS	4
5	4	SUCCESS	5
5	4	SUCCESS	6
5	4	SUCCESS	7
5	3	SUCCESS	8
5	4	SUCCESS	9
5	3	SUCCESS	10
5	4	SUCCESS	11
5	4	SUCCESS	12
5	3	SUCCESS	13
5	4	SUCCESS	14
5	4	SUCCESS	15
5	4	SUCCESS	16
5	4	SUCCESS	17
5	3	SUCCESS	18
5	4	SUCCESS	19
5	4	SUCCESS	20
5	4	SUCCESS	21
5	4	SUCCESS	22
5	3	SUCCESS	23
5	4	SUCCESS	24
5	3	SUCCESS	25
5	4	SUCCESS	26
5	4	SUCCESS	27
5	4	SUCCESS	28
5	4	SUCCESS	29
5	4	SUCCESS	30
5	4	SUCCESS	31
5	4	SUCCESS	32
5	4	SUCCESS	33
5	4	SUCCESS	34
5	4	SUCCESS	35
5	4	SUCCESS	36
5	3	SUCCESS	37
5	4	SUCCESS	38
5	3	SUCCESS	39
5	9	SUCCESS	40
5	3	SUCCESS	41
5	4	SUCCESS	42
5	4	SUCCESS	43
5	4	SUCCESS	44
5	4	SUCCESS	45
5	4	SUCCESS	46
5	4	SUCCESS	47
5	3	SUCCESS	48
5	4	SUCCESS	49
5	4	SUCCESS	50
********************************************************************************
6	45	SUCCESS	1
6	29	SUCCESS	2
6	28	SUCCESS	3
6	27	SUCCESS	4
6	27	SUCCESS	5
6	32	SUCCESS	6
6	26	SUCCESS	7
6	26	SUCCESS	8
6	26	SUCCESS	9
6	26	SUCCESS	10
6	26	SUCCESS	11
6	26	SUCCESS	12
6	26	SUCCESS	13
6	27	SUCCESS	14
6	27	SUCCESS	15
6	26	SUCCESS	16
6	26	SUCCESS	17
6	26	SUCCESS	18
6	26	SUCCESS	19
6	26	SUCCESS	20
6	26	SUCCESS	21
6	26	SUCCESS	22
6	26	SUCCESS	23
6	26	SUCCESS	24
6	26	SUCCESS	25
6	26	SUCCESS	26
6	26	SUCCESS	27
6	26	SUCCESS	28
6	26	SUCCESS	29
6	27	SUCCESS	30
6	26	SUCCESS	31
6	26	SUCCESS	32
6	26	SUCCESS	33
6	27	SUCCESS	34
6	27	SUCCESS	35
6	27	SUCCESS	36
6	26	SUCCESS	37
6	26	SUCCESS	38
6	26	SUCCESS	39
6	27	SUCCESS	40
6	27	SUCCESS	41
6	31	SUCCESS	42
6	26	SUCCESS	43
6	26	SUCCESS	44
6	26	SUCCESS	45
6	27	SUCCESS	46
6	27	SUCCESS	47
6	26	SUCCESS	48
6	26	SUCCESS	49
6	26	SUCCESS	50
********************************************************************************
7	26	SUCCESS	1
7	11	SUCCESS	2
7	10	SUCCESS	3
7	9	SUCCESS	4
7	8	SUCCESS	5
7	9	SUCCESS	6
7	9	SUCCESS	7
7	8	SUCCESS	8
7	8	SUCCESS	9
7	9	SUCCESS	10
7	8	SUCCESS	11
7	9	SUCCESS	12
7	9	SUCCESS	13
7	8	SUCCESS	14
7	9	SUCCESS	15
7	9	SUCCESS	16
