================================================================================
********************************************************************************
Pure Minimum Conflict Algorithm Detail result
********************************************************************************
================================================================================
Below is spreadsheet-like data. Copy and paste on excel or google spreadsheet.

Pure Minimum Conflict Algorithm Detail
NQueen	Time	Iteration	SUCCESS/FAIL	Number of Trials
12	341	205	SUCCESS	9
12	507	313	SUCCESS	10
12	113	63	SUCCESS	11
12	123	72	SUCCESS	12
12	740	452	SUCCESS	13
12	621	368	SUCCESS	14
12	183	106	SUCCESS	15
12	293	169	SUCCESS	16
12	1463	885	SUCCESS	17
12	155	89	SUCCESS	18
12	247	145	SUCCESS	19
12	379	234	SUCCESS	20
12	315	189	SUCCESS	21
12	1479	885	SUCCESS	22
12	154	89	SUCCESS	23
12	245	145	SUCCESS	24
12	383	234	SUCCESS	25
12	316	189	SUCCESS	26
12	1478	885	SUCCESS	27
12	156	89	SUCCESS	28
12	244	145	SUCCESS	29
12	380	234	SUCCESS	30
12	318	189	SUCCESS	31
12	1478	885	SUCCESS	32
12	154	89	SUCCESS	33
12	248	145	SUCCESS	34
12	381	234	SUCCESS	35
12	317	189	SUCCESS	36
12	1483	885	SUCCESS	37
12	155	89	SUCCESS	38
12	246	145	SUCCESS	39
12	379	234	SUCCESS	40
12	317	189	SUCCESS	41
12	1484	885	SUCCESS	42
12	154	89	SUCCESS	43
12	249	145	SUCCESS	44
12	377	234	SUCCESS	45
12	315	189	SUCCESS	46
12	1483	885	SUCCESS	47
12	154	89	SUCCESS	48
12	246	145	SUCCESS	49
12	382	234	SUCCESS	50
********************************************************************************
13	3005	1457	SUCCESS	1
13	1276	614	SUCCESS	2
13	1435	676	SUCCESS	3
13	866	420	SUCCESS	4
13	104	47	SUCCESS	5
13	1203	580	SUCCESS	6
13	286	133	SUCCESS	7
13	1933	939	SUCCESS	8
13	108	48	SUCCESS	9
13	195	88	SUCCESS	10
13	3021	1457	SUCCESS	11
13	1278	614	SUCCESS	12
13	1431	676	SUCCESS	13
13	861	420	SUCCESS	14
13	103	47	SUCCESS	15
13	1208	580	SUCCESS	16
13	286	133	SUCCESS	17
13	1938	939	SUCCESS	18
13	107	48	SUCCESS	19
13	192	88	SUCCESS	20
13	3031	1457	SUCCESS	21
13	1277	614	SUCCESS	22
13	1433	676	SUCCESS	23
13	857	420	SUCCESS	24
13	104	47	SUCCESS	25
13	1202	580	SUCCESS	26
13	286	133	SUCCESS	27
13	1935	939	SUCCESS	28
13	106	48	SUCCESS	29
13	193	88	SUCCESS	30
13	3027	1457	SUCCESS	31
13	1277	614	SUCCESS	32
13	1437	676	SUCCESS	33
13	861	420	SUCCESS	34
13	105	47	SUCCESS	35
13	1203	580	SUCCESS	36
13	286	133	SUCCESS	37
13	1936	939	SUCCESS	38
13	106	48	SUCCESS	39
13	192	88	SUCCESS	40
13	3029	1457	SUCCESS	41
13	1275	614	SUCCESS	42
13	1437	676	SUCCESS	43
13	863	420	SUCCESS	44
13	103	47	SUCCESS	45
13	1209	580	SUCCESS	46
13	286	133	SUCCESS	47
13	1930	939	SUCCESS	48
13	108	48	SUCCESS	49
13	193	88	SUCCESS	50
********************************************************************************
14	348	144	SUCCESS	1
14	210	85	SUCCESS	2
14	447	197	SUCCESS	3
14	248	104	SUCCESS	4
14	2101	884	SUCCESS	5
14	2207	960	SUCCESS	6
14	1644	704	SUCCESS	7
14	2203	940	SUCCESS	8
14	3816	1621	SUCCESS	9
14	508	221	SUCCESS	10
14	1034	437	SUCCESS	11
14	246	105	SUCCESS	12
14	162	64	SUCCESS	13
14	6140	2660	SUCCESS	14
14	1047	457	SUCCESS	15
14	190	77	SUCCESS	16
14	1174	488	SUCCESS	17
14	212	88	SUCCESS	18
14	1115	479	SUCCESS	19
14	1144	483	SUCCESS	20
14	2982	1293	SUCCESS	21
14	790	334	SUCCESS	22
14	149	60	SUCCESS	23
14	938	405	SUCCESS	24
14	273	118	SUCCESS	25
14	149	60	SUCCESS	26
14	105	42	SUCCESS	27
14	1226	538	SUCCESS	28
14	2225	940	SUCCESS	29
14	3809	1621	SUCCESS	30
14	508	221	SUCCESS	31
14	1033	437	SUCCESS	32
14	247	105	SUCCESS	33
14	159	64	SUCCESS	34
14	6122	2660	SUCCESS	35
14	1049	457	SUCCESS	36
14	191	77	SUCCESS	37
14	1175	488	SUCCESS	38
14	212	88	SUCCESS	39
14	1109	479	SUCCESS	40
14	1140	483	SUCCESS	41
14	2978	1293	SUCCESS	42
14	788	334	SUCCESS	43
14	147	60	SUCCESS	44
14	937	405	SUCCESS	45
14	273	118	SUCCESS	46
14	151	60	SUCCESS	47
14	105	42	SUCCESS	48
14	1232	538	SUCCESS	49
14	2225	940	SUCCESS	50
********************************************************************************
15	561	210	SUCCESS	1
15	3983	1479	SUCCESS	2
15	1073	400	SUCCESS	3
15	200	72	SUCCESS	4
15	2164	795	SUCCESS	5
15	577	215	SUCCESS	6
15	1119	410	SUCCESS	7
15	4346	1601	SUCCESS	8
15	388	138	SUCCESS	9
15	734	273	SUCCESS	10
15	1077	400	SUCCESS	11
15	202	72	SUCCESS	12
15	2161	795	SUCCESS	13
15	574	215	SUCCESS	14
15	1119	410	SUCCESS	15
15	4351	1601	SUCCESS	16
15	382	138	SUCCESS	17
15	738	273	SUCCESS	18
15	1073	400	SUCCESS	19
15	200	72	SUCCESS	20
15	2157	795	SUCCESS	21
15	575	215	SUCCESS	22
15	1119	410	SUCCESS	23
15	4338	1601	SUCCESS	24
15	387	138	SUCCESS	25
15	735	273	SUCCESS	26
15	1074	400	SUCCESS	27
15	200	72	SUCCESS	28
15	1631	601	SUCCESS	29
15	2108	786	SUCCESS	30
15	1354	496	SUCCESS	31
15	1249	461	SUCCESS	32
15	323	115	SUCCESS	33
15	174	62	SUCCESS	34
15	394	146	SUCCESS	35
15	1332	493	SUCCESS	36
15	1018	384	SUCCESS	37
15	423	156	SUCCESS	38
15	156	55	SUCCESS	39
15	2033	764	SUCCESS	40
15	3387	1254	SUCCESS	41
15	989	370	SUCCESS	42
15	1610	597	SUCCESS	43
15	282	103	SUCCESS	44
15	270	96	SUCCESS	45
15	963	349	SUCCESS	46
15	1324	493	SUCCESS	47
15	1014	384	SUCCESS	48
15	424	156	SUCCESS	49
15	155	55	SUCCESS	50
********************************************************************************
16	4107	1424	SUCCESS	1
16	1675	566	SUCCESS	2
16	328	111	SUCCESS	3
16	1126	384	SUCCESS	4
16	1411	487	SUCCESS	5
16	2197	760	SUCCESS	6
16	905	314	SUCCESS	7
16	1592	548	SUCCESS	8
16	2420	839	SUCCESS	9
16	879	307	SUCCESS	10
16	4881	1668	SUCCESS	11
16	2392	836	SUCCESS	12
16	3981	1382	SUCCESS	13
16	1641	569	SUCCESS	14
16	2353	813	SUCCESS	15
16	2270	781	SUCCESS	16
16	3136	1080	SUCCESS	17
16	1100	377	SUCCESS	18
16	244	86	SUCCESS	19
16	296	100	SUCCESS	20
16	1263	432	SUCCESS	21
16	1267	437	SUCCESS	22
16	2643	920	SUCCESS	23
16	649	223	SUCCESS	24
16	3184	1113	SUCCESS	25
16	2980	1032	SUCCESS	26
16	2480	856	SUCCESS	27
16	385	131	SUCCESS	28
16	913	319	SUCCESS	29
16	736	256	SUCCESS	30
16	2260	781	SUCCESS	31
16	199	67	SUCCESS	32
16	892	317	SUCCESS	33
16	1422	492	SUCCESS	34
16	699	242	SUCCESS	35
16	1728	599	SUCCESS	36
16	563	195	SUCCESS	37
16	1561	538	SUCCESS	38
16	2618	921	SUCCESS	39
16	521	178	SUCCESS	40
16	1588	548	SUCCESS	41
16	2424	839	SUCCESS	42
16	880	307	SUCCESS	43
16	4875	1668	SUCCESS	44
16	2395	836	SUCCESS	45
16	3990	1382	SUCCESS	46
16	1637	569	SUCCESS	47
16	2357	813	SUCCESS	48
16	2272	781	SUCCESS	49
16	3135	1080	SUCCESS	50
********************************************************************************
17	563	162	SUCCESS	1
17	1946	557	SUCCESS	2
17	1019	293	SUCCESS	3
17	2810	807	SUCCESS	4
17	5247	1512	SUCCESS	5
17	306	86	SUCCESS	6
17	1168	341	SUCCESS	7
17	4010	1151	SUCCESS	8
17	882	259	SUCCESS	9
17	944	271	SUCCESS	10
17	236	66	SUCCESS	11
17	336	93	SUCCESS	12
17	1566	453	SUCCESS	13
17	727	208	SUCCESS	14
17	747	217	SUCCESS	15
17	778	227	SUCCESS	16
17	1665	472	SUCCESS	17
17	5124	1476	SUCCESS	18
17	1483	441	SUCCESS	19
17	798	228	SUCCESS	20
17	934	270	SUCCESS	21
17	1674	493	SUCCESS	22
17	3940	1131	SUCCESS	23
17	1029	298	SUCCESS	24
17	1168	342	SUCCESS	25
17	3070	889	SUCCESS	26
17	1164	341	SUCCESS	27
17	2933	853	SUCCESS	28
17	975	279	SUCCESS	29
17	1960	557	SUCCESS	30
17	1018	293	SUCCESS	31
17	2800	807	SUCCESS	32
17	5249	1512	SUCCESS	33
17	306	86	SUCCESS	34
17	1168	341	SUCCESS	35
17	4010	1151	SUCCESS	36
17	888	259	SUCCESS	37
17	944	271	SUCCESS	38
17	238	66	SUCCESS	39
17	336	93	SUCCESS	40
17	1566	453	SUCCESS	41
17	726	208	SUCCESS	42
17	748	217	SUCCESS	43
17	779	227	SUCCESS	44
17	1667	472	SUCCESS	45
17	5114	1476	SUCCESS	46
17	1483	441	SUCCESS	47
17	801	228	SUCCESS	48
17	937	270	SUCCESS	49
17	1680	493	SUCCESS	50
********************************************************************************
18	389	96	SUCCESS	1
18	465	118	SUCCESS	2
18	2774	714	SUCCESS	3
18	658	168	SUCCESS	4
18	1823	465	SUCCESS	5
18	3178	822	SUCCESS	6
18	1304	341	SUCCESS	7
18	786	201	SUCCESS	8
18	2090	539	SUCCESS	9
18	2577	664	SUCCESS	10
18	343	86	SUCCESS	11
18	179	45	SUCCESS	12
18	1352	348	SUCCESS	13
18	484	125	SUCCESS	14
18	301	77	SUCCESS	15
18	6756	1746	SUCCESS	16
18	488	123	SUCCESS	17
18	1055	273	SUCCESS	18
18	648	169	SUCCESS	19
18	2050	532	SUCCESS	20
18	3985	1048	SUCCESS	21
18	800	205	SUCCESS	22
18	721	188	SUCCESS	23
18	2148	558	SUCCESS	24
18	2054	536	SUCCESS	25
18	2553	664	SUCCESS	26
18	342	86	SUCCESS	27
18	179	45	SUCCESS	28
18	1351	348	SUCCESS	29
18	483	125	SUCCESS	30
18	301	77	SUCCESS	31
18	6752	1746	SUCCESS	32
18	489	123	SUCCESS	33
18	1055	273	SUCCESS	34
18	653	169	SUCCESS	35
18	2050	532	SUCCESS	36
18	3987	1048	SUCCESS	37
18	801	205	SUCCESS	38
18	721	188	SUCCESS	39
18	2147	558	SUCCESS	40
18	2062	536	SUCCESS	41
18	2559	664	SUCCESS	42
18	342	86	SUCCESS	43
18	179	45	SUCCESS	44
18	1355	348	SUCCESS	45
18	482	125	SUCCESS	46
18	302	77	SUCCESS	47
18	6747	1746	SUCCESS	48
18	489	123	SUCCESS	49
18	1057	273	SUCCESS	50
********************************************************************************
19	2422	529	SUCCESS	1
19	526	117	SUCCESS	2
19	748	165	SUCCESS	3
19	489	106	SUCCESS	4
19	2193	481	SUCCESS	5
19	574	127	SUCCESS	6
19	4205	925	SUCCESS	7
19	427	92	SUCCESS	8
19	1467	328	SUCCESS	9
19	4506	1003	SUCCESS	10
19	832	184	SUCCESS	11
19	515	113	SUCCESS	12
19	9204	2037	SUCCESS	13
19	1529	342	SUCCESS	14
19	4789	1059	SUCCESS	15
19	3683	824	SUCCESS	16
19	857	190	SUCCESS	17
19	1281	283	SUCCESS	18
19	808	177	SUCCESS	19
19	673	151	SUCCESS	20
19	710	159	SUCCESS	21
19	4433	975	SUCCESS	22
19	9182	2037	SUCCESS	23
19	1537	342	SUCCESS	24
19	4794	1059	SUCCESS	25
19	3682	824	SUCCESS	26
19	863	190	SUCCESS	27
19	1280	283	SUCCESS	28
19	809	177	SUCCESS	29
19	671	151	SUCCESS	30
19	711	159	SUCCESS	31
19	4416	975	SUCCESS	32
19	9164	2037	SUCCESS	33
19	1541	342	SUCCESS	34
19	4785	1059	SUCCESS	35
19	3685	824	SUCCESS	36
19	864	190	SUCCESS	37
19	1273	283	SUCCESS	38
19	802	177	SUCCESS	39
19	670	151	SUCCESS	40
19	711	159	SUCCESS	41
19	4423	975	SUCCESS	42
19	9167	2037	SUCCESS	43
19	1538	342	SUCCESS	44
19	4782	1059	SUCCESS	45
19	3690	824	SUCCESS	46
19	862	190	SUCCESS	47
19	1276	283	SUCCESS	48
19	810	177	SUCCESS	49
19	673	151	SUCCESS	50
********************************************************************************
20	4882	1020	SUCCESS	1
20	1752	368	SUCCESS	2
20	2835	595	SUCCESS	3
20	4675	981	SUCCESS	4
20	1721	364	SUCCESS	5
20	2417	505	SUCCESS	6
20	604	127	SUCCESS	7
20	3805	795	SUCCESS	8
20	1080	226	SUCCESS	9
20	1854	386	SUCCESS	10
20	2839	595	SUCCESS	11
20	4668	981	SUCCESS	12
20	1721	364	SUCCESS	13
20	2460	505	SUCCESS	14
20	604	127	SUCCESS	15
20	3805	795	SUCCESS	16
20	1079	226	SUCCESS	17
20	1839	386	SUCCESS	18
20	2836	595	SUCCESS	19
20	4673	981	SUCCESS	20
20	1715	364	SUCCESS	21
20	2418	505	SUCCESS	22
20	605	127	SUCCESS	23
20	3801	795	SUCCESS	24
20	1079	226	SUCCESS	25
20	1839	386	SUCCESS	26
20	2838	595	SUCCESS	27
20	4672	981	SUCCESS	28
20	1720	364	SUCCESS	29
20	2422	505	SUCCESS	30
20	607	127	SUCCESS	31
20	3797	795	SUCCESS	32
20	1077	226	SUCCESS	33
20	1835	386	SUCCESS	34
20	2838	595	SUCCESS	35
20	4675	981	SUCCESS	36
20	1719	364	SUCCESS	37
20	2416	505	SUCCESS	38
20	605	127	SUCCESS	39
20	3803	795	SUCCESS	40
20	1079	226	SUCCESS	41
20	1839	386	SUCCESS	42
20	2840	595	SUCCESS	43
20	4670	981	SUCCESS	44
20	1721	364	SUCCESS	45
20	2422	505	SUCCESS	46
20	606	127	SUCCESS	47
20	3803	795	SUCCESS	48
20	1079	226	SUCCESS	49
20	1841	386	SUCCESS	50
********************************************************************************
30	3664	356	SUCCESS	1
30	3740	362	SUCCESS	2
30	11460	1096	SUCCESS	3
30	2980	291	SUCCESS	4
30	8921	859	SUCCESS	5
30	5072	491	SUCCESS	6
30	17249	1659	SUCCESS	7
30	3268	316	SUCCESS	8
30	4368	421	SUCCESS	9
30	14703	1412	SUCCESS	10
30	8565	823	SUCCESS	11
30	4407	424	SUCCESS	12
30	9464	907	SUCCESS	13
30	9573	919	SUCCESS	14
30	4374	421	SUCCESS	15
30	14654	1412	SUCCESS	16
30	8541	823	SUCCESS	17
30	4409	424	SUCCESS	18
30	9490	907	SUCCESS	19
30	9559	919	SUCCESS	20
30	4373	421	SUCCESS	21
30	14685	1412	SUCCESS	22
30	8570	823	SUCCESS	23
30	4414	424	SUCCESS	24
30	9443	907	SUCCESS	25
30	9550	919	SUCCESS	26
30	4386	421	SUCCESS	27
30	14691	1412	SUCCESS	28
30	8551	823	SUCCESS	29
30	4405	424	SUCCESS	30
30	9467	907	SUCCESS	31
