================================================================================
********************************************************************************
Pure Minimum Conflict with Backtracking Algorithm Detail result
********************************************************************************
================================================================================
Below is spreadsheet-like data. Copy and paste on excel or google spreadsheet.

Pure Minimum Conflict with Backtracking Algorithm Detail
NQueen	Time	Iteration	SUCCESS/FAIL	Number of Trials
5	6	16	SUCCESS	39
5	6	16	SUCCESS	40
5	6	16	SUCCESS	41
5	6	16	SUCCESS	42
5	5	16	SUCCESS	43
5	6	16	SUCCESS	44
5	6	16	SUCCESS	45
5	6	16	SUCCESS	46
5	6	16	SUCCESS	47
5	6	16	SUCCESS	48
5	6	16	SUCCESS	49
5	6	16	SUCCESS	50
********************************************************************************
6	438	748	SUCCESS	1
6	163	299	SUCCESS	2
6	75	142	SUCCESS	3
6	159	299	SUCCESS	4
6	74	142	SUCCESS	5
6	157	299	SUCCESS	6
6	73	142	SUCCESS	7
6	159	299	SUCCESS	8
6	73	142	SUCCESS	9
6	156	299	SUCCESS	10
6	73	142	SUCCESS	11
6	157	299	SUCCESS	12
6	72	142	SUCCESS	13
6	157	299	SUCCESS	14
6	72	142	SUCCESS	15
6	161	299	SUCCESS	16
6	72	142	SUCCESS	17
6	156	299	SUCCESS	18
6	71	142	SUCCESS	19
6	156	299	SUCCESS	20
6	72	142	SUCCESS	21
6	156	299	SUCCESS	22
6	73	142	SUCCESS	23
6	154	299	SUCCESS	24
6	74	142	SUCCESS	25
6	155	299	SUCCESS	26
6	72	142	SUCCESS	27
6	155	299	SUCCESS	28
6	73	142	SUCCESS	29
6	156	299	SUCCESS	30
6	73	142	SUCCESS	31
6	155	299	SUCCESS	32
6	72	142	SUCCESS	33
6	158	299	SUCCESS	34
6	72	142	SUCCESS	35
6	155	299	SUCCESS	36
6	72	142	SUCCESS	37
6	155	299	SUCCESS	38
6	74	142	SUCCESS	39
6	154	299	SUCCESS	40
6	72	142	SUCCESS	41
6	157	299	SUCCESS	42
6	72	142	SUCCESS	43
6	157	299	SUCCESS	44
6	72	142	SUCCESS	45
6	156	299	SUCCESS	46
6	72	142	SUCCESS	47
6	155	299	SUCCESS	48
6	72	142	SUCCESS	49
6	159	299	SUCCESS	50
********************************************************************************
7	28	31	SUCCESS	1
7	30	37	SUCCESS	2
7	46	57	SUCCESS	3
7	142	171	SUCCESS	4
7	9	10	SUCCESS	5
7	32	40	SUCCESS	6
7	54	65	SUCCESS	7
7	23	27	SUCCESS	8
7	327	436	SUCCESS	9
7	227	311	SUCCESS	10
7	22	29	SUCCESS	11
7	10	10	SUCCESS	12
7	33	40	SUCCESS	13
7	53	65	SUCCESS	14
7	23	27	SUCCESS	15
7	330	436	SUCCESS	16
7	226	311	SUCCESS	17
7	21	29	SUCCESS	18
7	10	10	SUCCESS	19
7	33	40	SUCCESS	20
7	53	65	SUCCESS	21
7	23	27	SUCCESS	22
7	328	436	SUCCESS	23
7	229	311	SUCCESS	24
7	22	29	SUCCESS	25
7	9	10	SUCCESS	26
7	32	40	SUCCESS	27
7	53	65	SUCCESS	28
7	22	27	SUCCESS	29
7	325	436	SUCCESS	30
7	227	311	SUCCESS	31
7	21	29	SUCCESS	32
7	10	10	SUCCESS	33
7	32	40	SUCCESS	34
7	52	65	SUCCESS	35
7	24	27	SUCCESS	36
7	325	436	SUCCESS	37
7	228	311	SUCCESS	38
7	21	29	SUCCESS	39
7	9	10	SUCCESS	40
7	32	40	SUCCESS	41
7	52	65	SUCCESS	42
7	22	27	SUCCESS	43
7	328	436	SUCCESS	44
7	226	311	SUCCESS	45
7	21	29	SUCCESS	46
7	10	10	SUCCESS	47
7	33	40	SUCCESS	48
7	54	65	SUCCESS	49
7	22	27	SUCCESS	50
********************************************************************************
8	330	393	SUCCESS	1
8	30	32	SUCCESS	2
8	168	216	SUCCESS	3
8	300	355	SUCCESS	4
8	200	248	SUCCESS	5
8	590	710	SUCCESS	6
8	50	57	SUCCESS	7
8	1113	1351	SUCCESS	8
8	34	38	SUCCESS	9
8	30	34	SUCCESS	10
8	418	508	SUCCESS	11
8	448	541	SUCCESS	12
8	164	195	SUCCESS	13
8	103	130	SUCCESS	14
8	147	204	SUCCESS	15
8	40	45	SUCCESS	16
8	161	195	SUCCESS	17
8	167	216	SUCCESS	18
8	300	355	SUCCESS	19
8	199	248	SUCCESS	20
8	589	710	SUCCESS	21
8	51	57	SUCCESS	22
8	1113	1351	SUCCESS	23
8	34	38	SUCCESS	24
8	31	34	SUCCESS	25
8	417	508	SUCCESS	26
8	445	541	SUCCESS	27
8	166	195	SUCCESS	28
8	103	130	SUCCESS	29
8	148	204	SUCCESS	30
8	40	45	SUCCESS	31
8	162	195	SUCCESS	32
8	167	216	SUCCESS	33
8	299	355	SUCCESS	34
8	199	248	SUCCESS	35
8	588	710	SUCCESS	36
8	50	57	SUCCESS	37
8	1114	1351	SUCCESS	38
8	34	38	SUCCESS	39
8	31	34	SUCCESS	40
8	415	508	SUCCESS	41
8	446	541	SUCCESS	42
8	165	195	SUCCESS	43
8	103	130	SUCCESS	44
8	147	204	SUCCESS	45
8	40	45	SUCCESS	46
8	161	195	SUCCESS	47
8	168	216	SUCCESS	48
8	298	355	SUCCESS	49
8	198	248	SUCCESS	50
********************************************************************************
9	73	59	SUCCESS	1
9	43	36	SUCCESS	2
9	100	94	SUCCESS	3
9	25	20	SUCCESS	4
9	58	54	SUCCESS	5
9	49	46	SUCCESS	6
9	434	408	SUCCESS	7
9	91	77	SUCCESS	8
9	415	390	SUCCESS	9
9	280	263	SUCCESS	10
9	1010	963	SUCCESS	11
9	446	417	SUCCESS	12
9	96	93	SUCCESS	13
9	20	16	SUCCESS	14
9	629	597	SUCCESS	15
9	52	48	SUCCESS	16
9	84	77	SUCCESS	17
9	413	390	SUCCESS	18
9	282	263	SUCCESS	19
9	1013	963	SUCCESS	20
9	447	417	SUCCESS	21
9	96	93	SUCCESS	22
9	20	16	SUCCESS	23
9	631	597	SUCCESS	24
9	51	48	SUCCESS	25
9	84	77	SUCCESS	26
9	415	390	SUCCESS	27
9	282	263	SUCCESS	28
9	1009	963	SUCCESS	29
9	448	417	SUCCESS	30
9	96	93	SUCCESS	31
9	20	16	SUCCESS	32
9	630	597	SUCCESS	33
9	51	48	SUCCESS	34
9	85	77	SUCCESS	35
9	415	390	SUCCESS	36
9	280	263	SUCCESS	37
9	1008	963	SUCCESS	38
9	447	417	SUCCESS	39
9	96	93	SUCCESS	40
9	20	16	SUCCESS	41
9	634	597	SUCCESS	42
9	50	48	SUCCESS	43
9	84	77	SUCCESS	44
9	414	390	SUCCESS	45
9	281	263	SUCCESS	46
9	1011	963	SUCCESS	47
9	445	417	SUCCESS	48
9	95	93	SUCCESS	49
9	20	16	SUCCESS	50
********************************************************************************
10	691	536	SUCCESS	1
10	167	121	SUCCESS	2
10	1890	1482	SUCCESS	3
10	1930	1535	SUCCESS	4
10	51	37	SUCCESS	5
10	382	297	SUCCESS	6
10	804	650	SUCCESS	7
10	540	421	SUCCESS	8
10	1358	1076	SUCCESS	9
10	1853	1482	SUCCESS	10
10	1930	1535	SUCCESS	11
10	52	37	SUCCESS	12
10	379	297	SUCCESS	13
10	800	650	SUCCESS	14
10	539	421	SUCCESS	15
10	1356	1076	SUCCESS	16
10	1856	1482	SUCCESS	17
10	1931	1535	SUCCESS	18
10	51	37	SUCCESS	19
10	379	297	SUCCESS	20
10	801	650	SUCCESS	21
10	541	421	SUCCESS	22
10	1355	1076	SUCCESS	23
10	1850	1482	SUCCESS	24
10	1927	1535	SUCCESS	25
10	51	37	SUCCESS	26
10	380	297	SUCCESS	27
10	798	650	SUCCESS	28
10	541	421	SUCCESS	29
10	1356	1076	SUCCESS	30
10	1854	1482	SUCCESS	31
10	1929	1535	SUCCESS	32
10	52	37	SUCCESS	33
10	379	297	SUCCESS	34
10	798	650	SUCCESS	35
10	540	421	SUCCESS	36
10	1355	1076	SUCCESS	37
10	1849	1482	SUCCESS	38
10	1928	1535	SUCCESS	39
10	50	37	SUCCESS	40
10	378	297	SUCCESS	41
10	799	650	SUCCESS	42
10	540	421	SUCCESS	43
10	1355	1076	SUCCESS	44
10	1854	1482	SUCCESS	45
10	1930	1535	SUCCESS	46
10	51	37	SUCCESS	47
10	378	297	SUCCESS	48
10	800	650	SUCCESS	49
10	542	421	SUCCESS	50
********************************************************************************
11	827	507	SUCCESS	1
11	166	101	SUCCESS	2
11	130	79	SUCCESS	3
11	1507	961	SUCCESS	4
11	201	130	SUCCESS	5
11	1820	1153	SUCCESS	6
11	1544	980	SUCCESS	7
11	285	186	SUCCESS	8
11	158	98	SUCCESS	9
11	2216	1387	SUCCESS	10
11	109	67	SUCCESS	11
11	321	204	SUCCESS	12
11	842	529	SUCCESS	13
11	650	417	SUCCESS	14
11	490	305	SUCCESS	15
11	210	133	SUCCESS	16
11	495	308	SUCCESS	17
11	647	417	SUCCESS	18
11	486	305	SUCCESS	19
11	209	133	SUCCESS	20
11	490	308	SUCCESS	21
11	651	417	SUCCESS	22
11	488	305	SUCCESS	23
11	210	133	SUCCESS	24
11	490	308	SUCCESS	25
11	653	417	SUCCESS	26
11	484	305	SUCCESS	27
11	212	133	SUCCESS	28
11	490	308	SUCCESS	29
11	651	417	SUCCESS	30
11	484	305	SUCCESS	31
11	212	133	SUCCESS	32
11	489	308	SUCCESS	33
11	653	417	SUCCESS	34
11	486	305	SUCCESS	35
11	210	133	SUCCESS	36
11	491	308	SUCCESS	37
11	649	417	SUCCESS	38
11	485	305	SUCCESS	39
11	210	133	SUCCESS	40
11	491	308	SUCCESS	41
11	651	417	SUCCESS	42
11	488	305	SUCCESS	43
11	209	133	SUCCESS	44
11	491	308	SUCCESS	45
11	650	417	SUCCESS	46
11	487	305	SUCCESS	47
11	211	133	SUCCESS	48
11	489	308	SUCCESS	49
11	649	417	SUCCESS	50
********************************************************************************
12	276	149	SUCCESS	1
12	502	284	SUCCESS	2
12	935	531	SUCCESS	3
12	313	183	SUCCESS	4
12	583	334	SUCCESS	5
12	1215	704	SUCCESS	6
12	661	385	SUCCESS	7
12	165	90	SUCCESS	8
12	2967	1718	SUCCESS	9
12	179	102	SUCCESS	10
12	364	206	SUCCESS	11
12	964	548	SUCCESS	12
12	248	149	SUCCESS	13
12	605	347	SUCCESS	14
12	146	83	SUCCESS	15
12	2272	1332	SUCCESS	16
12	2287	1332	SUCCESS	17
12	2283	1332	SUCCESS	18
12	2283	1332	SUCCESS	19
12	2279	1332	SUCCESS	20
12	2278	1332	SUCCESS	21
12	2280	1332	SUCCESS	22
12	2284	1332	SUCCESS	23
12	2283	1332	SUCCESS	24
12	2281	1332	SUCCESS	25
12	2277	1332	SUCCESS	26
12	2274	1332	SUCCESS	27
12	2286	1332	SUCCESS	28
12	2285	1332	SUCCESS	29
12	2280	1332	SUCCESS	30
12	2283	1332	SUCCESS	31
12	2284	1332	SUCCESS	32
12	2283	1332	SUCCESS	33
12	2279	1332	SUCCESS	34
12	2278	1332	SUCCESS	35
12	2280	1332	SUCCESS	36
12	2277	1332	SUCCESS	37
12	2287	1332	SUCCESS	38
12	2279	1332	SUCCESS	39
12	2279	1332	SUCCESS	40
12	2283	1332	SUCCESS	41
12	2280	1332	SUCCESS	42
12	2280	1332	SUCCESS	43
12	2279	1332	SUCCESS	44
12	2283	1332	SUCCESS	45
12	2278	1332	SUCCESS	46
12	2280	1332	SUCCESS	47
12	2283	1332	SUCCESS	48
12	2281	1332	SUCCESS	49
12	2277	1332	SUCCESS	50
********************************************************************************
13	343	161	SUCCESS	1
13	671	308	SUCCESS	2
13	134	64	SUCCESS	3
13	789	374	SUCCESS	4
13	829	386	SUCCESS	5
13	819	376	SUCCESS	6
13	147	67	SUCCESS	7
13	3245	1528	SUCCESS	8
13	848	399	SUCCESS	9
13	830	384	SUCCESS	10
13	1995	938	SUCCESS	11
13	1980	938	SUCCESS	12
13	1980	938	SUCCESS	13
13	1976	938	SUCCESS	14
13	1976	938	SUCCESS	15
13	1980	938	SUCCESS	16
13	1975	938	SUCCESS	17
13	1977	938	SUCCESS	18
13	1973	938	SUCCESS	19
13	1981	938	SUCCESS	20
13	1979	938	SUCCESS	21
13	1976	938	SUCCESS	22
13	1975	938	SUCCESS	23
13	1978	938	SUCCESS	24
13	1982	938	SUCCESS	25
13	1980	938	SUCCESS	26
13	1975	938	SUCCESS	27
13	1975	938	SUCCESS	28
13	1976	938	SUCCESS	29
13	1977	938	SUCCESS	30
13	1976	938	SUCCESS	31
13	1974	938	SUCCESS	32
13	1976	938	SUCCESS	33
13	1971	938	SUCCESS	34
13	1978	938	SUCCESS	35
13	1974	938	SUCCESS	36
13	1981	938	SUCCESS	37
13	1975	938	SUCCESS	38
13	1973	938	SUCCESS	39
13	1972	938	SUCCESS	40
13	1993	938	SUCCESS	41
13	1975	938	SUCCESS	42
13	1976	938	SUCCESS	43
13	1972	938	SUCCESS	44
13	1977	938	SUCCESS	45
13	1977	938	SUCCESS	46
13	1996	938	SUCCESS	47
13	1976	938	SUCCESS	48
13	1978	938	SUCCESS	49
13	1975	938	SUCCESS	50
********************************************************************************
14	1110	472	SUCCESS	1
14	279	119	SUCCESS	2
14	851	359	SUCCESS	3
14	242	98	SUCCESS	4
14	778	323	SUCCESS	5
14	1587	660	SUCCESS	6
14	1624	676	SUCCESS	7
14	1130	472	SUCCESS	8
14	2790	1186	SUCCESS	9
14	5618	2377	SUCCESS	10
14	632	269	SUCCESS	11
14	1064	452	SUCCESS	12
14	250	103	SUCCESS	13
14	229	97	SUCCESS	14
14	1122	478	SUCCESS	15
14	13049	5557	SUCCESS	16
14	2136	920	SUCCESS	17
14	841	362	SUCCESS	18
14	4206	1775	SUCCESS	19
14	232	99	SUCCESS	20
14	2929	1233	SUCCESS	21
14	277	116	SUCCESS	22
14	2810	1200	SUCCESS	23
14	3098	1300	SUCCESS	24
14	1546	655	SUCCESS	25
14	3589	1535	SUCCESS	26
14	182	77	SUCCESS	27
14	7471	3164	SUCCESS	28
14	1802	772	SUCCESS	29
14	2929	1251	SUCCESS	30
14	3072	1293	SUCCESS	31
14	2907	1238	SUCCESS	32
14	1128	472	SUCCESS	33
14	2790	1186	SUCCESS	34
14	5618	2377	SUCCESS	35
14	633	269	SUCCESS	36
14	1058	452	SUCCESS	37
14	250	103	SUCCESS	38
14	229	97	SUCCESS	39
14	1127	478	SUCCESS	40
14	13046	5557	SUCCESS	41
14	2135	920	SUCCESS	42
14	838	362	SUCCESS	43
14	4198	1775	SUCCESS	44
14	234	99	SUCCESS	45
14	2923	1233	SUCCESS	46
14	279	116	SUCCESS	47
14	2815	1200	SUCCESS	48
14	3097	1300	SUCCESS	49
14	1543	655	SUCCESS	50
********************************************************************************
15	187	65	SUCCESS	1
15	198	70	SUCCESS	2
15	341	121	SUCCESS	3
15	2914	1058	SUCCESS	4
15	2299	841	SUCCESS	5
15	206	72	SUCCESS	6
15	3054	1123	SUCCESS	7
15	4295	1557	SUCCESS	8
15	496	181	SUCCESS	9
15	376	135	SUCCESS	10
15	678	249	SUCCESS	11
15	5572	2041	SUCCESS	12
15	6229	2292	SUCCESS	13
15	7838	2843	SUCCESS	14
15	1979	726	SUCCESS	15
15	2253	827	SUCCESS	16
15	7194	2641	SUCCESS	17
15	3740	1381	SUCCESS	18
15	421	156	SUCCESS	19
15	1052	377	SUCCESS	20
15	246	89	SUCCESS	21
15	1102	401	SUCCESS	22
15	1153	417	SUCCESS	23
15	2008	726	SUCCESS	24
15	2255	827	SUCCESS	25
15	7197	2641	SUCCESS	26
15	3743	1381	SUCCESS	27
15	421	156	SUCCESS	28
15	1050	377	SUCCESS	29
15	247	89	SUCCESS	30
15	1104	401	SUCCESS	31
15	1153	417	SUCCESS	32
15	2010	726	SUCCESS	33
15	2256	827	SUCCESS	34
15	7192	2641	SUCCESS	35
15	3746	1381	SUCCESS	36
15	423	156	SUCCESS	37
15	1052	377	SUCCESS	38
15	247	89	SUCCESS	39
15	1102	401	SUCCESS	40
15	1156	417	SUCCESS	41
15	2013	726	SUCCESS	42
15	2254	827	SUCCESS	43
15	7200	2641	SUCCESS	44
15	3745	1381	SUCCESS	45
15	421	156	SUCCESS	46
15	1053	377	SUCCESS	47
15	246	89	SUCCESS	48
15	1102	401	SUCCESS	49
15	1154	417	SUCCESS	50
********************************************************************************
16	163	53	SUCCESS	1
16	3325	1130	SUCCESS	2
16	1321	442	SUCCESS	3
16	423	143	SUCCESS	4
16	309	101	SUCCESS	5
16	3936	1329	SUCCESS	6
16	706	243	SUCCESS	7
16	2182	746	SUCCESS	8
16	508	171	SUCCESS	9
16	1748	591	SUCCESS	10
16	207	67	SUCCESS	11
16	244	80	SUCCESS	12
16	3954	1340	SUCCESS	13
16	1190	406	SUCCESS	14
16	675	232	SUCCESS	15
16	2104	714	SUCCESS	16
16	489	164	SUCCESS	17
16	1745	591	SUCCESS	18
16	208	67	SUCCESS	19
16	242	80	SUCCESS	20
16	3948	1340	SUCCESS	21
16	1189	406	SUCCESS	22
16	678	232	SUCCESS	23
16	2104	714	SUCCESS	24
16	490	164	SUCCESS	25
16	1747	591	SUCCESS	26
16	205	67	SUCCESS	27
16	243	80	SUCCESS	28
16	3944	1340	SUCCESS	29
16	1189	406	SUCCESS	30
16	674	232	SUCCESS	31
16	2103	714	SUCCESS	32
16	490	164	SUCCESS	33
16	1744	591	SUCCESS	34
16	206	67	SUCCESS	35
16	242	80	SUCCESS	36
16	3941	1340	SUCCESS	37
16	1186	406	SUCCESS	38
16	676	232	SUCCESS	39
16	2102	714	SUCCESS	40
16	490	164	SUCCESS	41
16	1745	591	SUCCESS	42
16	207	67	SUCCESS	43
16	242	80	SUCCESS	44
16	3947	1340	SUCCESS	45
16	1186	406	SUCCESS	46
16	675	232	SUCCESS	47
16	2106	714	SUCCESS	48
16	489	164	SUCCESS	49
16	1747	591	SUCCESS	50
********************************************************************************
17	502	142	SUCCESS	1
17	5330	1530	SUCCESS	2
17	345	97	SUCCESS	3
17	648	187	SUCCESS	4
17	508	143	SUCCESS	5
17	9660	2780	SUCCESS	6
17	596	173	SUCCESS	7
17	5446	1561	SUCCESS	8
17	2752	794	SUCCESS	9
17	2702	769	SUCCESS	10
17	11341	3250	SUCCESS	11
17	3030	857	SUCCESS	12
17	975	285	SUCCESS	13
17	9649	2780	SUCCESS	14
17	602	173	SUCCESS	15
17	5441	1561	SUCCESS	16
17	2753	794	SUCCESS	17
17	2703	769	SUCCESS	18
17	11347	3250	SUCCESS	19
17	3016	857	SUCCESS	20
17	982	285	SUCCESS	21
17	9643	2780	SUCCESS	22
17	598	173	SUCCESS	23
17	5435	1561	SUCCESS	24
17	2755	794	SUCCESS	25
17	2701	769	SUCCESS	26
17	11335	3250	SUCCESS	27
17	3021	857	SUCCESS	28
17	978	285	SUCCESS	29
17	9657	2780	SUCCESS	30
17	598	173	SUCCESS	31
17	4033	1155	SUCCESS	32
17	1988	566	SUCCESS	33
17	593	169	SUCCESS	34
17	1463	425	SUCCESS	35
17	2051	586	SUCCESS	36
17	535	150	SUCCESS	37
17	5143	1456	SUCCESS	38
17	1609	453	SUCCESS	39
17	8005	2299	SUCCESS	40
17	15090	4303	SUCCESS	41
17	2646	759	SUCCESS	42
17	178	49	SUCCESS	43
17	1041	301	SUCCESS	44
17	333	93	SUCCESS	45
17	2775	791	SUCCESS	46
17	2739	781	SUCCESS	47
17	455	130	SUCCESS	48
17	2069	594	SUCCESS	49
17	1861	531	SUCCESS	50
********************************************************************************
18	2254	570	SUCCESS	1
18	1854	470	SUCCESS	2
18	7856	2009	SUCCESS	3
18	639	161	SUCCESS	4
18	2394	614	SUCCESS	5
18	3307	844	SUCCESS	6
18	728	188	SUCCESS	7
18	393	98	SUCCESS	8
18	1955	500	SUCCESS	9
18	7575	1934	SUCCESS	10
18	1403	362	SUCCESS	11
18	2640	675	SUCCESS	12
18	3888	988	SUCCESS	13
18	416	105	SUCCESS	14
18	385	99	SUCCESS	15
18	7565	1929	SUCCESS	16
18	772	202	SUCCESS	17
18	1895	481	SUCCESS	18
18	524	133	SUCCESS	19
18	2051	521	SUCCESS	20
18	2209	562	SUCCESS	21
18	1033	265	SUCCESS	22
18	2000	510	SUCCESS	23
18	1269	328	SUCCESS	24
18	638	163	SUCCESS	25
18	1007	261	SUCCESS	26
18	393	100	SUCCESS	27
18	4909	1246	SUCCESS	28
18	977	247	SUCCESS	29
18	396	100	SUCCESS	30
18	3332	854	SUCCESS	31
18	6069	1544	SUCCESS	32
18	578	148	SUCCESS	33
18	1906	479	SUCCESS	34
18	667	170	SUCCESS	35
18	1269	334	SUCCESS	36
18	7578	1929	SUCCESS	37
18	773	202	SUCCESS	38
18	1893	481	SUCCESS	39
18	524	133	SUCCESS	40
18	2050	521	SUCCESS	41
18	2212	562	SUCCESS	42
18	1032	265	SUCCESS	43
18	2001	510	SUCCESS	44
18	1268	328	SUCCESS	45
18	636	163	SUCCESS	46
18	1005	261	SUCCESS	47
18	392	100	SUCCESS	48
18	4913	1246	SUCCESS	49
18	975	247	SUCCESS	50
********************************************************************************
19	4562	994	SUCCESS	1
19	2662	589	SUCCESS	2
19	6249	1370	SUCCESS	3
19	3765	827	SUCCESS	4
19	4111	899	SUCCESS	5
19	612	133	SUCCESS	6
19	696	153	SUCCESS	7
19	2448	532	SUCCESS	8
19	2397	528	SUCCESS	9
19	705	152	SUCCESS	10
19	2848	631	SUCCESS	11
19	478	104	SUCCESS	12
19	409	88	SUCCESS	13
19	5647	1244	SUCCESS	14
19	644	140	SUCCESS	15
19	3778	827	SUCCESS	16
19	4107	899	SUCCESS	17
19	616	133	SUCCESS	18
19	693	153	SUCCESS	19
19	2436	532	SUCCESS	20
19	2394	528	SUCCESS	21
19	705	152	SUCCESS	22
19	2862	631	SUCCESS	23
19	481	104	SUCCESS	24
19	407	88	SUCCESS	25
19	5655	1244	SUCCESS	26
19	644	140	SUCCESS	27
19	3776	827	SUCCESS	28
19	4099	899	SUCCESS	29
19	616	133	SUCCESS	30
19	697	153	SUCCESS	31
19	2443	532	SUCCESS	32
19	2404	528	SUCCESS	33
19	701	152	SUCCESS	34
19	2857	631	SUCCESS	35
19	481	104	SUCCESS	36
19	406	88	SUCCESS	37
19	5657	1244	SUCCESS	38
19	644	140	SUCCESS	39
19	3782	827	SUCCESS	40
19	4114	899	SUCCESS	41
19	617	133	SUCCESS	42
19	698	153	SUCCESS	43
19	2451	532	SUCCESS	44
19	2401	528	SUCCESS	45
19	705	152	SUCCESS	46
19	2852	631	SUCCESS	47
19	482	104	SUCCESS	48
19	405	88	SUCCESS	49
19	5640	1244	SUCCESS	50
********************************************************************************
20	2731	568	SUCCESS	1
20	2736	568	SUCCESS	2
20	2842	593	SUCCESS	3
20	5050	1051	SUCCESS	4
20	1129	236	SUCCESS	5
20	2426	505	SUCCESS	6
20	5181	1070	SUCCESS	7
20	6853	1423	SUCCESS	8
20	2365	491	SUCCESS	9
20	4969	1041	SUCCESS	10
20	2536	530	SUCCESS	11
20	1174	247	SUCCESS	12
20	758	156	SUCCESS	13
20	2588	538	SUCCESS	14
20	905	190	SUCCESS	15
20	787	162	SUCCESS	16
20	3310	696	SUCCESS	17
20	4633	966	SUCCESS	18
20	8670	1811	SUCCESS	19
20	3734	781	SUCCESS	20
20	4797	1002	SUCCESS	21
20	2386	494	SUCCESS	22
20	1247	263	SUCCESS	23
20	7142	1495	SUCCESS	24
20	3430	716	SUCCESS	25
20	7361	1531	SUCCESS	26
20	644	133	SUCCESS	27
20	1173	247	SUCCESS	28
20	756	156	SUCCESS	29
20	2590	538	SUCCESS	30
20	903	190	SUCCESS	31
20	788	162	SUCCESS	32
20	3313	696	SUCCESS	33
20	4629	966	SUCCESS	34
20	8672	1811	SUCCESS	35
20	3734	781	SUCCESS	36
20	4795	1002	SUCCESS	37
20	2394	494	SUCCESS	38
20	1246	263	SUCCESS	39
20	7134	1495	SUCCESS	40
20	3432	716	SUCCESS	41
20	7366	1531	SUCCESS	42
20	642	133	SUCCESS	43
20	1170	247	SUCCESS	44
20	756	156	SUCCESS	45
20	2590	538	SUCCESS	46
20	903	190	SUCCESS	47
20	788	162	SUCCESS	48
20	3314	696	SUCCESS	49
20	4637	966	SUCCESS	50
********************************************************************************
30	10627	1020	SUCCESS	1
30	5681	546	SUCCESS	2
30	2654	256	SUCCESS	3
30	11451	1098	SUCCESS	4
30	9470	920	SUCCESS	5
30	3854	369	SUCCESS	6
30	4955	478	SUCCESS	7
30	3026	293	SUCCESS	8
30	9228	887	SUCCESS	9
30	2058	197	SUCCESS	10
30	3428	333	SUCCESS	11
30	2572	247	SUCCESS	12
30	8028	768	SUCCESS	13
30	5427	523	SUCCESS	14
30	2540	245	SUCCESS	15
30	6256	601	SUCCESS	16
30	15911	1528	SUCCESS	17
30	5015	481	SUCCESS	18
30	1929	184	SUCCESS	19
30	1425	136	SUCCESS	20
30	5943	573	SUCCESS	21
